source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006996,organelle organization,0.003093938740608067,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3594,190,59,21026,0.3105263157894737,0.016416249304396217,query_1,['GO:0016043']
GO:BP,GO:0060341,regulation of cellular localization,0.003128404025135689,True,"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]",1013,190,26,21026,0.1368421052631579,0.02566633761105627,query_1,"['GO:0032879', 'GO:0050794', 'GO:0051641']"
GO:BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,0.0031873914464012384,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections."" [GOC:krc]",642,190,20,21026,0.10526315789473684,0.03115264797507788,query_1,"['GO:0031344', 'GO:0120036']"
GO:BP,GO:0007043,cell-cell junction assembly,0.0032077191999197795,True,"""The aggregation, arrangement and bonding together of a set of components to form a junction between cells."" [GOC:ai]",156,190,10,21026,0.05263157894736842,0.0641025641025641,query_1,"['GO:0034329', 'GO:0045216']"
GO:CC,GO:0030863,cortical cytoskeleton,0.003212210353689554,True,"""The portion of the cytoskeleton that lies just beneath the plasma membrane."" [GOC:mah]",118,194,8,22149,0.041237113402061855,0.06779661016949153,query_1,"['GO:0005856', 'GO:0005938']"
GO:MF,GO:0015252,proton channel activity,0.0032357796374974253,True,"""Enables the facilitated diffusion of a hydrogen ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism."" [GOC:mtg_transport, GOC:pr, ISBN:0815340729]",28,190,5,20246,0.02631578947368421,0.17857142857142858,query_1,"['GO:0005261', 'GO:0015078']"
GO:CC,GO:0030864,cortical actin cytoskeleton,0.003279315931447699,True,"""The portion of the actin cytoskeleton, comprising filamentous actin and associated proteins, that lies just beneath the plasma membrane."" [GOC:mah]",85,194,7,22149,0.03608247422680412,0.08235294117647059,query_1,"['GO:0015629', 'GO:0030863']"
GO:BP,GO:0033108,mitochondrial respiratory chain complex assembly,0.0033685185778586104,True,"""The aggregation, arrangement and bonding together of a set of components to form a mitochondrial respiratory chain complex or between respiratory chain complexes to form high-order structures."" [GOC:mah]",122,190,9,21026,0.04736842105263158,0.07377049180327869,query_1,"['GO:0007005', 'GO:0065003']"
KEGG,KEGG:05131,Shigellosis,0.003622422663360984,True,Shigellosis,246,119,13,8484,0.1092436974789916,0.052845528455284556,query_1,['KEGG:00000']
GO:CC,GO:0009925,basal plasma membrane,0.0036502337867734065,True,"""The region of the plasma membrane located at the basal end of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]",292,194,12,22149,0.061855670103092786,0.0410958904109589,query_1,"['GO:0045178', 'GO:0098590']"
GO:BP,GO:1901137,carbohydrate derivative biosynthetic process,0.004014436310150534,True,"""The chemical reactions and pathways resulting in the formation of carbohydrate derivative."" [GOC:TermGenie]",594,190,19,21026,0.1,0.03198653198653199,query_1,"['GO:0009058', 'GO:1901135']"
GO:BP,GO:0002934,desmosome organization,0.0040576810464412845,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a desmosome. A desmosome is a patch-like intercellular junction found in vertebrate tissues, consisting of parallel zones of two cell membranes, separated by an space of 25-35 nm, and having dense fibrillar plaques in the subjacent cytoplasm."" [GOC:hjd]",11,190,4,21026,0.021052631578947368,0.36363636363636365,query_1,['GO:0045216']
GO:CC,GO:0045259,proton-transporting ATP synthase complex,0.004140223618538492,True,"""A proton-transporting two-sector ATPase complex that catalyzes the phosphorylation of ADP to ATP during oxidative phosphorylation. The complex comprises a membrane sector (F0) that carries out proton transport and a cytoplasmic compartment sector (F1) that catalyzes ATP synthesis by a rotational mechanism; the extramembrane sector (containing 3 a and 3 b subunits) is connected via the d-subunit to the membrane sector by several smaller subunits. Within this complex, the g and e subunits and the 9-12 c subunits rotate by consecutive 120 degree angles and perform parts of ATP synthesis. This movement is driven by the hydrogen ion electrochemical potential gradient."" [ISBN:0198547684, ISBN:0716743663]",17,194,4,22149,0.020618556701030927,0.23529411764705882,query_1,"['GO:0016469', 'GO:0034703', 'GO:0098803', 'GO:1902494']"
GO:BP,GO:0032528,microvillus organization,0.004226353098154718,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a microvillus, a thin cylindrical membrane-covered projection on the surface of a cell."" [GOC:mah]",24,190,5,21026,0.02631578947368421,0.20833333333333334,query_1,['GO:0120036']
GO:BP,GO:0009152,purine ribonucleotide biosynthetic process,0.0042693357063526526,True,"""The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",161,190,10,21026,0.05263157894736842,0.062111801242236024,query_1,"['GO:0006164', 'GO:0009150', 'GO:0009260']"
GO:CC,GO:0030027,lamellipodium,0.004443545361630324,True,"""A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments."" [ISBN:0815316194]",204,194,10,22149,0.05154639175257732,0.049019607843137254,query_1,"['GO:0031252', 'GO:0120025']"
GO:MF,GO:0086083,cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication,0.004559001419155958,True,"""Binding to a protein or protein complex that results in the connection of a bundle of His cell with a Purkinje myocyte and contributes to the communication between the two cells."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",5,190,3,20246,0.015789473684210527,0.6,query_1,['GO:0086080']
GO:BP,GO:0031344,regulation of cell projection organization,0.004633447246378896,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]",658,190,20,21026,0.10526315789473684,0.030395136778115502,query_1,"['GO:0030030', 'GO:0051128']"
GO:BP,GO:0072659,protein localization to plasma membrane,0.0052297864377871765,True,"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]",291,190,13,21026,0.06842105263157895,0.044673539518900345,query_1,"['GO:0072657', 'GO:1990778']"
GO:CC,GO:0005923,bicellular tight junction,0.006166986794573652,True,"""An occluding cell-cell junction that is composed of a branching network of sealing strands that completely encircles the apical end of each cell in an epithelial sheet; the outer leaflets of the two interacting plasma membranes are seen to be tightly apposed where sealing strands are present. Each sealing strand is composed of a long row of transmembrane adhesion proteins embedded in each of the two interacting plasma membranes."" [GOC:mah, ISBN:0815332181]",129,194,8,22149,0.041237113402061855,0.06201550387596899,query_1,"['GO:0043296', 'GO:0070160']"
GO:CC,GO:0045178,basal part of cell,0.0068290494159486724,True,"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]",311,194,12,22149,0.061855670103092786,0.03858520900321544,query_1,['GO:0110165']
GO:BP,GO:0090407,organophosphate biosynthetic process,0.00730570138944862,True,"""The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose."" [GOC:chem_mtg]",619,190,19,21026,0.1,0.030694668820678513,query_1,"['GO:0009058', 'GO:0019637']"
REAC,REAC:R-HSA-9711123,Cellular response to chemical stress,0.007857846553341027,True,Cellular response to chemical stress,210,143,12,11004,0.08391608391608392,0.05714285714285714,query_1,['REAC:R-HSA-2262752']
GO:MF,GO:0044877,protein-containing complex binding,0.008424783685340814,True,"""Binding to a macromolecular complex."" [GOC:jl]",1314,190,29,20246,0.15263157894736842,0.02207001522070015,query_1,['GO:0005488']
GO:CC,GO:0070160,tight junction,0.009038561744152837,True,"""A cell-cell junction that seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other."" [ISBN:0815332181]",136,194,8,22149,0.041237113402061855,0.058823529411764705,query_1,['GO:0005911']
KEGG,KEGG:04022,cGMP-PKG signaling pathway,0.009204585006177698,True,cGMP-PKG signaling pathway,164,119,10,8484,0.08403361344537816,0.06097560975609756,query_1,['KEGG:00000']
GO:BP,GO:0044087,regulation of cellular component biogenesis,0.009751117955396718,True,"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",1011,190,25,21026,0.13157894736842105,0.024727992087042534,query_1,"['GO:0044085', 'GO:0050794']"
GO:BP,GO:0048856,anatomical structure development,0.010843590485366554,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",5997,190,83,21026,0.4368421052631579,0.013840253460063364,query_1,['GO:0032502']
KEGG,KEGG:05135,Yersinia infection,0.011162208438523205,True,Yersinia infection,136,119,9,8484,0.07563025210084033,0.0661764705882353,query_1,['KEGG:00000']
GO:CC,GO:0031256,leading edge membrane,0.011279795081380415,True,"""The portion of the plasma membrane surrounding the leading edge of a motile cell."" [GOC:mah]",182,194,9,22149,0.04639175257731959,0.04945054945054945,query_1,"['GO:0005886', 'GO:0031252', 'GO:0110165']"
GO:BP,GO:1901293,nucleoside phosphate biosynthetic process,0.011977496809845223,True,"""The chemical reactions and pathways resulting in the formation of a nucleoside phosphate."" [GOC:TermGenie]",314,190,13,21026,0.06842105263157895,0.041401273885350316,query_1,"['GO:0006753', 'GO:0034654', 'GO:0090407']"
GO:BP,GO:0032411,positive regulation of transporter activity,0.012421061198330481,True,"""Any process that activates or increases the activity of a transporter."" [GOC:mah]",77,190,7,21026,0.03684210526315789,0.09090909090909091,query_1,"['GO:0032409', 'GO:0044093', 'GO:0051050']"
GO:BP,GO:1990778,protein localization to cell periphery,0.012543148235517585,True,"""A process in which a protein is transported to, or maintained in, the cell periphery."" [PMID:18216290]",365,190,14,21026,0.07368421052631578,0.038356164383561646,query_1,['GO:0008104']
GO:BP,GO:0012501,programmed cell death,0.01370724288212008,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1987,190,38,21026,0.2,0.019124308002013084,query_1,['GO:0008219']
GO:BP,GO:0043254,regulation of protein-containing complex assembly,0.014128714441492272,True,"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]",421,190,15,21026,0.07894736842105263,0.035629453681710214,query_1,"['GO:0044087', 'GO:0051128', 'GO:0065003']"
GO:BP,GO:0071681,cellular response to indole-3-methanol,0.014334496100303712,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an indole-3-methanol stimulus."" [GOC:mah, GOC:yaf]",5,190,3,21026,0.015789473684210527,0.6,query_1,"['GO:0071680', 'GO:0097306', 'GO:1901699']"
GO:BP,GO:0008219,cell death,0.014359769073596538,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1991,190,38,21026,0.2,0.019085886489201405,query_1,['GO:0009987']
REAC,REAC:R-HSA-1614558,Degradation of cysteine and homocysteine,0.014519701771008087,True,Degradation of cysteine and homocysteine,15,143,4,11004,0.027972027972027972,0.26666666666666666,query_1,['REAC:R-HSA-1614635']
GO:CC,GO:0045271,respiratory chain complex I,0.015002072882158454,True,"""Respiratory chain complex I is an enzyme of the respiratory chain. It consists of several polypeptide chains and is L-shaped, with a horizontal arm lying in the membrane and a vertical arm that projects into the matrix. The electrons of NADH enter the chain at this complex."" [GOC:imk, GOC:jid, ISBN:0716749556]",45,194,5,22149,0.02577319587628866,0.1111111111111111,query_1,"['GO:0030964', 'GO:0098803', 'GO:1902495']"
GO:CC,GO:0030964,NADH dehydrogenase complex,0.015002072882158454,True,"""An integral membrane complex that possesses NADH oxidoreductase activity. The complex is one of the components of the electron transport chain. It catalyzes the transfer of a pair of electrons from NADH to a quinone."" [GOC:mah]",45,194,5,22149,0.02577319587628866,0.1111111111111111,query_1,"['GO:0098796', 'GO:1990204']"
GO:BP,GO:0051130,positive regulation of cellular component organization,0.015034646645563969,True,"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",1105,190,26,21026,0.1368421052631579,0.023529411764705882,query_1,"['GO:0016043', 'GO:0048522', 'GO:0051128']"
GO:BP,GO:0032502,developmental process,0.01597109169870953,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",6553,190,88,21026,0.4631578947368421,0.013428963833358768,query_1,['GO:0008150']
GO:BP,GO:0032880,regulation of protein localization,0.01610322526385649,True,"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]",907,190,23,21026,0.12105263157894737,0.025358324145534728,query_1,"['GO:0008104', 'GO:0060341']"
GO:BP,GO:1900029,positive regulation of ruffle assembly,0.01631488192664841,True,"""Any process that activates or increases the frequency, rate or extent of ruffle assembly."" [GOC:TermGenie, GOC:yaf]",15,190,4,21026,0.021052631578947368,0.26666666666666666,query_1,"['GO:0097178', 'GO:0120034', 'GO:1900027']"
GO:CC,GO:0016327,apicolateral plasma membrane,0.01761828335036619,True,"""The apical end of the lateral plasma membrane of epithelial cells."" [GOC:hb]",24,194,4,22149,0.020618556701030927,0.16666666666666666,query_1,['GO:0098590']
GO:BP,GO:0051050,positive regulation of transport,0.01771324551820099,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",847,190,22,21026,0.11578947368421053,0.025974025974025976,query_1,"['GO:0006810', 'GO:0048518', 'GO:0051049']"
GO:BP,GO:0044281,small molecule metabolic process,0.017880941935054573,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1776,190,35,21026,0.18421052631578946,0.019707207207207207,query_1,['GO:0008152']
GO:CC,GO:0044291,cell-cell contact zone,0.018302583934580376,True,"""Extended zone of intimate apposition between two cells containing one or more types of intercellular junctions, e.g., the intercalated disk of muscle."" [NIF_Subcellular:sao1299635018]",76,194,6,22149,0.030927835051546393,0.07894736842105263,query_1,['GO:0005911']
GO:MF,GO:0003824,catalytic activity,0.018365256896809356,True,"""Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."" [GOC:vw, ISBN:0198506732]",6817,190,91,20246,0.4789473684210526,0.013348980489951591,query_1,['GO:0003674']
REAC,REAC:R-HSA-8949613,Cristae formation,0.019443913062602534,True,Cristae formation,31,143,5,11004,0.03496503496503497,0.16129032258064516,query_1,['REAC:R-HSA-1592230']
GO:CC,GO:0005829,cytosol,0.020391482945771117,True,"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]",5534,194,73,22149,0.37628865979381443,0.013191181785327069,query_1,"['GO:0005737', 'GO:0110165']"
GO:CC,GO:0019897,extrinsic component of plasma membrane,0.020881268514893542,True,"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]",113,194,7,22149,0.03608247422680412,0.061946902654867256,query_1,"['GO:0005886', 'GO:0019898']"
KEGG,KEGG:04723,Retrograde endocannabinoid signaling,0.021231729475658965,True,Retrograde endocannabinoid signaling,148,119,9,8484,0.07563025210084033,0.060810810810810814,query_1,['KEGG:00000']
GO:BP,GO:0006164,purine nucleotide biosynthetic process,0.021402162381021675,True,"""The chemical reactions and pathways resulting in the formation of a purine nucleotide, a compound consisting of nucleoside (a purine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",193,190,10,21026,0.05263157894736842,0.05181347150259067,query_1,"['GO:0006163', 'GO:0009165', 'GO:0072522']"
GO:BP,GO:0048313,Golgi inheritance,0.021599640821808635,True,"""The partitioning of Golgi apparatus between daughter cells at cell division."" [GOC:jid, PMID:12851069]",16,190,4,21026,0.021052631578947368,0.25,query_1,"['GO:0007030', 'GO:0048308']"
GO:BP,GO:0048308,organelle inheritance,0.021599640821808635,True,"""The partitioning of organelles between daughter cells at cell division."" [GOC:jid]",16,190,4,21026,0.021052631578947368,0.25,query_1,['GO:0006996']
GO:MF,GO:0008137,NADH dehydrogenase (ubiquinone) activity,0.02235060603304563,True,"""Catalysis of the reaction: NADH + ubiquinone + 5 H+(in) = NAD+ + ubiquinol + 4 H+(out)."" [RHEA:29091]",41,190,5,20246,0.02631578947368421,0.12195121951219512,query_1,"['GO:0003954', 'GO:0009055', 'GO:0015078', 'GO:0015453', 'GO:0016655', 'GO:0022853']"
GO:BP,GO:0086065,cell communication involved in cardiac conduction,0.02244410830040599,True,"""Any process that mediates interactions between a cell and its surroundings that contributes to the process of cardiac conduction. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",56,190,6,21026,0.031578947368421054,0.10714285714285714,query_1,"['GO:0007154', 'GO:0061337']"
GO:CC,GO:0016469,proton-transporting two-sector ATPase complex,0.02276037301276408,True,"""A large protein complex that catalyzes the synthesis or hydrolysis of ATP by a rotational mechanism, coupled to the transport of protons across a membrane. The complex comprises a membrane sector (F0, V0, or A0) that carries out proton transport and a cytoplasmic compartment sector (F1, V1, or A1) that catalyzes ATP synthesis or hydrolysis. Two major types have been characterized: V-type ATPases couple ATP hydrolysis to the transport of protons across a concentration gradient, whereas F-type ATPases, also known as ATP synthases, normally run in the reverse direction to utilize energy from a proton concentration or electrochemical gradient to synthesize ATP. A third type, A-type ATPases have been found in archaea, and are closely related to eukaryotic V-type ATPases but are reversible."" [GOC:mah, ISBN:0716743663, PMID:16691483]",49,194,5,22149,0.02577319587628866,0.10204081632653061,query_1,['GO:0098796']
GO:BP,GO:0065009,regulation of molecular function,0.023915237837557807,True,"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]",1496,190,31,21026,0.1631578947368421,0.02072192513368984,query_1,['GO:0065007']
GO:BP,GO:0090066,regulation of anatomical structure size,0.026602890722142628,True,"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]",500,190,16,21026,0.08421052631578947,0.032,query_1,['GO:0065008']
GO:BP,GO:0030042,actin filament depolymerization,0.027563260928614643,True,"""Disassembly of actin filaments by the removal of actin monomers from a filament."" [GOC:mah]",58,190,6,21026,0.031578947368421054,0.10344827586206896,query_1,"['GO:0008154', 'GO:0051261']"
REAC,REAC:R-HSA-168249,Innate Immune System,0.027734171214951284,True,Innate Immune System,1100,143,30,11004,0.2097902097902098,0.02727272727272727,query_1,['REAC:R-HSA-168256']
GO:BP,GO:0051014,actin filament severing,0.028046377202744638,True,"""The process in which an actin filament is broken down into smaller filaments."" [GOC:ai, PMID:14657234]",17,190,4,21026,0.021052631578947368,0.23529411764705882,query_1,['GO:0030029']
REAC,REAC:R-HSA-3700989,Transcriptional Regulation by TP53,0.028180861592556207,True,Transcriptional Regulation by TP53,359,143,15,11004,0.1048951048951049,0.04178272980501393,query_1,['REAC:R-HSA-212436']
GO:BP,GO:0071680,response to indole-3-methanol,0.028477890648095062,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an indole-3-methanol stimulus."" [GOC:mah, GOC:yaf]",6,190,3,21026,0.015789473684210527,0.5,query_1,"['GO:0097305', 'GO:1901698']"
GO:BP,GO:0086073,bundle of His cell-Purkinje myocyte adhesion involved in cell communication,0.028477890648095062,True,"""The attachment of a bundle of His cell to a Purkinje myocyte via adhesion molecules that results in the cells being juxtaposed so that they can communicate."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",6,190,3,21026,0.015789473684210527,0.5,query_1,"['GO:0034113', 'GO:0086042', 'GO:0086069']"
GO:BP,GO:0001951,intestinal D-glucose absorption,0.028477890648095062,True,"""Uptake of D-glucose into the blood by absorption from the small intestine."" [GOC:mgi_curators, PMID:5601832]",6,190,3,21026,0.015789473684210527,0.5,query_1,['GO:0106001']
GO:BP,GO:0033043,regulation of organelle organization,0.02931833977355971,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1148,190,26,21026,0.1368421052631579,0.02264808362369338,query_1,"['GO:0006996', 'GO:0051128']"
KEGG,KEGG:04520,Adherens junction,0.029926966292485202,True,Adherens junction,93,119,7,8484,0.058823529411764705,0.07526881720430108,query_1,['KEGG:00000']
GO:BP,GO:0044089,positive regulation of cellular component biogenesis,0.03006403848668643,True,"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]",505,190,16,21026,0.08421052631578947,0.031683168316831684,query_1,"['GO:0044085', 'GO:0044087', 'GO:0048522']"
REAC,REAC:R-HSA-9833576,CDH11 homotypic and heterotypic interactions,0.03147780388737508,True,CDH11 homotypic and heterotypic interactions,7,143,3,11004,0.02097902097902098,0.42857142857142855,query_1,['REAC:R-HSA-9762292']
REAC,REAC:R-HSA-9764302,Regulation of CDH19 Expression and Function,0.03147780388737508,True,Regulation of CDH19 Expression and Function,7,143,3,11004,0.02097902097902098,0.42857142857142855,query_1,['REAC:R-HSA-9764260']
REAC,REAC:R-HSA-163210,Formation of ATP by chemiosmotic coupling,0.03157659612564732,True,Formation of ATP by chemiosmotic coupling,18,143,4,11004,0.027972027972027972,0.2222222222222222,query_1,['REAC:R-HSA-1428517']
GO:MF,GO:0046983,protein dimerization activity,0.03165297242260551,True,"""The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."" [ISBN:0198506732]",1126,190,25,20246,0.13157894736842105,0.022202486678507993,query_1,['GO:0005515']
GO:MF,GO:0003954,NADH dehydrogenase activity,0.03166040042273576,True,"""Catalysis of the reaction: NADH + H+ + acceptor = NAD+ + reduced acceptor."" [RHEA:11356]",44,190,5,20246,0.02631578947368421,0.11363636363636363,query_1,['GO:0016651']
GO:CC,GO:0099503,secretory vesicle,0.03311293554537834,True,"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]",1099,194,23,22149,0.11855670103092783,0.020928116469517744,query_1,['GO:0031410']
GO:BP,GO:0044093,positive regulation of molecular function,0.03433680852948777,True,"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]",884,190,22,21026,0.11578947368421053,0.024886877828054297,query_1,['GO:0065009']
GO:CC,GO:0045275,respiratory chain complex III,0.034554481646922874,True,"""A protein complex that transfers electrons from ubiquinol to cytochrome c and translocates two protons across a membrane. The complex contains a core structure of three catalytic subunits: cytochrome b, the Rieske iron sulfur protein (ISP), and cytochrome c1, which are arranged in an integral membrane-bound dimeric complex; additional subunits are present, and vary among different species."" [PMID:16228398, PMID:16352458, PMID:17200733]",11,194,3,22149,0.015463917525773196,0.2727272727272727,query_1,"['GO:0070069', 'GO:0098803', 'GO:1902495', 'GO:1990204']"
REAC,REAC:R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,0.036959605301452224,True,Fcgamma receptor (FCGR) dependent phagocytosis,140,143,9,11004,0.06293706293706294,0.06428571428571428,query_1,['REAC:R-HSA-168249']
REAC,REAC:R-HSA-5627117,RHO GTPases Activate ROCKs,0.03959470924709462,True,RHO GTPases Activate ROCKs,19,143,4,11004,0.027972027972027972,0.21052631578947367,query_1,['REAC:R-HSA-195258']
GO:BP,GO:0006915,apoptotic process,0.03997710247164279,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1923,190,36,21026,0.18947368421052632,0.0187207488299532,query_1,['GO:0012501']
GO:BP,GO:0030833,regulation of actin filament polymerization,0.04352319683622529,True,"""Any process that modulates the frequency, rate or extent of the assembly of actin filaments by the addition of actin monomers to a filament."" [GOC:mah]",128,190,8,21026,0.042105263157894736,0.0625,query_1,"['GO:0008064', 'GO:0030041', 'GO:0032271']"
GO:CC,GO:0030057,desmosome,0.04360937859742566,True,"""A cell-cell junction in which: on the cytoplasmic surface of each interacting plasma membrane is a dense plaque composed of a mixture of intracellular anchor proteins; a bundle of keratin intermediate filaments is attached to the surface of each plaque; transmembrane adhesion proteins of the cadherin family bind to the plaques and interact through their extracellular domains to hold the adjacent membranes together by a Ca2+-dependent mechanism."" [GOC:mah, GOC:mtg_muscle, ISBN:0815332181]",30,194,4,22149,0.020618556701030927,0.13333333333333333,query_1,['GO:0005911']
GO:BP,GO:0042221,response to chemical,0.04528968587452943,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]",3909,190,59,21026,0.3105263157894737,0.015093374264517779,query_1,['GO:0050896']
REAC,REAC:R-HSA-9658195,Leishmania infection,0.04627426199715119,True,Leishmania infection,214,143,11,11004,0.07692307692307693,0.0514018691588785,query_1,['REAC:R-HSA-9824443']
REAC,REAC:R-HSA-9824443,Parasitic Infection Pathways,0.04627426199715119,True,Parasitic Infection Pathways,214,143,11,11004,0.07692307692307693,0.0514018691588785,query_1,['REAC:R-HSA-5663205']
GO:BP,GO:0061337,cardiac conduction,0.0464651971449721,True,"""Transfer of an organized electrical impulse across the heart to coordinate the contraction of cardiac muscles. The process begins with generation of an action potential (in the sinoatrial node (SA) in humans) and ends with a change in the rate, frequency, or extent of the contraction of the heart muscles."" [GOC:dph]",94,190,7,21026,0.03684210526315789,0.07446808510638298,query_1,['GO:0008016']
